Sentence,Label,Predicted,Correct
"The November 26, 1979 Decision and Order of the Superior Court is vacated, and the Superior Court is ordered to schedule a hearing on the disqualification issue with full and adequate notice being given to counsel for both sides.",Facts,Conclusion,False
"The jury resolved the conflict in the evidence against appellant, and we find it sufficient to support the conviction.",Analysis,Conclusion,False
We shall discuss the contentions urged by appellant in his brief and in oral argument.,Others,Conclusion,False
We find no statement,Conclusion,Others,False
The evidence shown by the statement of facts is insufficient to sustain the conviction.,Analysis,Conclusion,False
"Under the record, we remain convinced that the issue of appellant’s execution of the bond was not raised by a proper plea of non est factum and that the court did not err in overruling the motion for new trial on such ground.",Analysis,Conclusion,False
"You would have to look in the jacket, is that correct?",Facts,Others,False
"The offense is attempting to pass as true a forged instrument; the punishment, two years.",Conclusion,Facts,False
"Appellant argues with much force that her possession of heroin, shown by the state's evidence, was only such as necessarily resulted from her accommodation of Armstrong in its purchase.",Facts,Analysis,False
"The offense is assault with intent to murder; the punishment, seven years.",Conclusion,Facts,False
"According to appellant, Mr. Jones and Harley Wingo were mistaken in their identification of him, and the officer's testimony as to his sitting on the curb with Robert Lopez, with the sack of money between them, was not true.",Facts,Analysis,False
The rule relating to the introduction of photographs of the body of the deceased which may be inflammatory has been stated and applied in a number of rather recent decisions.,Rule/Law/Holding,Analysis,False
"There is a statement of facts with this record containing the jury argument of counsel, which will be more fully discussed hereafter.",Others,Facts,False
"It charged the existence of facts which, if sustained, show a violation of the law.",Rule/Law/Holding,Analysis,False
We think the chain of custody of the wine in question was,Others,Analysis,False
"E. Evans by the male organ of the defendant must be proved beyond a reasonable doubt.""",Analysis,Rule/Law/Holding,False
The jury accepted the state's version of the facts and the evidence sustains its verdict.,Analysis,Conclusion,False
In submitting the issue of appellant's guilt to the jury the court instructed as follows:,Others,Facts,False
"Appellant insists that the evidence is insufficient to sustain the conviction because it was not shown that he induced, enticed or encouraged the minor to go to the place where intoxicating liquor was sold as alleged in the information.",Issue,Analysis,False
Appellant reurges certain points of error that were answered in our original opinion and we do not deem it necessary to discuss them further.,Analysis,Conclusion,False
The trial court erred in submitting to the jury the issue of rape by threats.,Facts,Conclusion,False
Our prior opinion is withdrawn.,Others,Conclusion,False
"Under this record, we are of the opinion that the incorrect statements made by the various jurors in their discussions and the subsequent vote on the part of some of the jurors to increase the penalty constituted misconduct to the extent that this appellant has not received a fair and impartial trial.",Conclusion,Analysis,False
Appellant contends that the evidence is insufficient to show a conversion of the automobile because he never at any time asserted claim to it which was adverse to the owner.,Issue,Analysis,False
"State, 352 S.W. 2d 747, we overruled a similar contention in holding that a prior federal narcotic conviction for a like offense could be used under Art. 63, supra, to enhance punishment for a violation of Art. 725b, supra.",Rule/Law/Holding,Analysis,False
"The Government of Guam must use the least restrictive means that would accomplish the legislative purpose of Bill 754 (15th Guam Legislature, 1979 First Regular Session).",Facts,Analysis,False
Appellant's failure to object at the time the pistol was introduced in evidence waived any complaint of the search.,Analysis,Facts,False
Now you say that the premises were controlled by Report Walton on that date and you know that?,Facts,Others,False
"""I cannot try this case to please these attorneys, Mr. Tucker and Mr. Cain, or any other defense attorneys.""",Others,Facts,False
"As to the case at bar, the caption of the act gives notice that the purpose of the proposed enactment was to add a new article, define the offense, fix a penalty, provide for subsequent convictions, and for a conviction for desertion by leaving the state.",Facts,Analysis,False
"However, the record does not show that the appellant was prejudiced by the service of the next juror on the list.",Facts,Analysis,False
"It is also true that a trial judge is, in one sense, an interested party in a contempt proceeding.",Facts,Rule/Law/Holding,False
The jury found appellant sane on both issues of insanity and found him guilty as charged in the indictment and assessed his punishment at death.,Conclusion,Facts,False
What did you do with the hundred and fifty dollars he gave you?,Facts,Others,False
The legislature determined that a similar rationale did not exist for intentional wrong doing by government employees.,Analysis,Facts,False
We have examined the record with care and fail to find any undisputed evidence which would render the confession inadmissible as a matter of law.,Analysis,Conclusion,False
This review is limited to determining whether the trial judge abused his discretion in revoking probation.,Issue,Analysis,False
"The court in his charge followed the terms of Article 1177a, supra, and the indictment, and we find no merit in appellant's contention that the court erred in failing to give his requested charges.",Conclusion,Analysis,False
It is apparent from the above facts that the contention presents no error.,Analysis,Conclusion,False
"Appellant did not testify or offer any evidence in his own behalf, and his sole contention on appeal is that the evidence is insufficient to prove ownership or the right of possession of the property taken in any person.",Facts,Issue,False
The opinion reversing the conviction is in conflict with Garland v.,Rule/Law/Holding,Conclusion,False
Our holding that the evidence relating to the search was properly before the court disposes of appellant's contention that without such evidence his motion for instructed verdict was improperly overruled.,Conclusion,Analysis,False
"The charge contains the following: ""Before you can convict the defendant of the alleged offense, you must believe from the evidence beyond a reasonable doubt that Mrs. J.",Facts,Analysis,False
"In order to be considered by this court, a statement of facts must be agreed to by counsel for the state and appellant or approved by the trial judge.",Rule/Law/Holding,Analysis,False
"To raise the issue that the appellant as surety did not sign the bond, the answer must contain an affirmative verified plea of non est factum.",Rule/Law/Holding,Analysis,False
We have carefully reviewed and considered all of the testimony adduced and have set forth above all of the pertinent testimony that the state offered.,Analysis,Conclusion,False
"It is noted, however, that, as heretofore shown, the order in the instant case transferring the cause to Criminal District Court No. 4 does recite that it was with permission of the court.",Analysis,Facts,False
"Due to our disposition of the cause, the facts need not be set forth.",Others,Analysis,False
The only bill of exception which merits discussion relates to the refusal of the court to require counsel for the state to allow appellant’s counsel to examine an arrest sheet or statement of a state witness for cross-examination purposes.,Analysis,Facts,False
"He'll be here in a few minutes.""",Others,Facts,False
The convictions are for the misdemeanor offense of unlawful assembly under Arts.,Conclusion,Facts,False
"In such cases, the accused became a de facto officer because his appointment was defective for some reason.",Rule/Law/Holding,Analysis,False
"In view of the evidence and the court's instruction to the jury, no reversible error is shown.",Analysis,Conclusion,False
The objections to the charge are that it shifts the burden of proof to the appellant; that it fails to charge the law of reason,Facts,Analysis,False
"""When you and your family are on these highways driving you can't help but sometimes wonder if some drunk driver is going to hit you, run over you and kill you.""",Others,Facts,False
"There are no formal bills of exception, and an examination of the informal bills shows no error.",Facts,Analysis,False
It is well settled that a conviction for theft by false pretext can be had upon such an indictment.,Analysis,Rule/Law/Holding,False
"""Nor need the State aver in expressed terms that the act charged was ""˜unlawfully' done where the facts alleged clearly show it to be unlawful.""",Rule/Law/Holding,Analysis,False
That was just one of the points we based our judgment on.,Others,Facts,False
Appellant's remaining complaint is to certain jury argument of state's counsel.,Issue,Facts,False
The trial court was in error in holding that he was without authority to grant leave to file the motion for new trial or to grant such motion.,Conclusion,Analysis,False
"But appellant made no objection after the question was answered, and there is no showing as to why he chose to delay making his objection.",Analysis,Facts,False
The testimony then continued as follows:,Others,Facts,False
"1392 and 1393 defining ""entry"" and 1394 defining ""breaking"".",Others,Facts,False
"The earliest, and the leading, case on this question is Allen v.",Others,Analysis,False
The court's instruction was sufficient to cure any error therein.,Analysis,Conclusion,False
"The several hundred page glut which made up the record in this case was totally unnecessary; based on the one issue on appeal, a record several pages long was all that was required.",Others,Analysis,False
“The omission from the caption of any notice of intention to change the penalty renders the amending act inoperative.”,Rule/Law/Holding,Analysis,False
The state's testimony reflects the following:,Others,Facts,False
Two questions are presented for review.,Facts,Others,False
"""Dear neighbor: This may be a peculiar way of doing things but then we live in peculiar times, don't we.",Others,Facts,False
What did he do with that place down there between your legs?,Facts,Others,False
"""* * * * jn instances in which there are two district courts, each having criminal jurisdiction, situated in the same county, and the legislative provision authorizing the transfer of cases from one to the other, it is too late on appeal to complain, as is done in the present case, that the trial is upon an indictment filed in one of the courts and the trial is had in the other.",Rule/Law/Holding,Analysis,False
Appellant contends in his brief that he was not notified of the filing of or hearing on this motion.,Issue,Facts,False
"We are cited no authority on this question and are ""˜aware of none.",Others,Conclusion,False
Appellant's remaining contention is that the court erred in admitting the evidence showing the insolvent financial condition of L. Schwartz Company and in refusing to withdraw such evidence from the jury's consideration and instruct them not to consider the same.,Facts,Issue,False
The jury are the exclusive judges of the facts proved and the credibility of the witnesses and the weight to be given to the testimony.,Rule/Law/Holding,Analysis,False
"This is demonstrated by the further fact that the prima facie rule regarding the possession of more than a quart of liquor in a dry area was given to the jury, and there was no reference made to the prima facie rule regarding possession of alcoholic beverages such as beer.",Facts,Analysis,False
None of the sentences were cumulated.,Others,Facts,False
The evidence clearly shows that appellant bought a bottle of beer for the minor and caused him to partake thereof.,Facts,Analysis,False
"State, supra, on motion for rehearing, after reviewing our decisions and the Federal Decisions we overruled a similar contention but made it plain that by such holding we did not condone any arbitrary disregard of the Constitutional mandate which imposes upon women as a class the inescapable duty of jury service.",Analysis,Facts,False
