Sentence,Label,Predicted,Correct
"Appellant gave his age as 17, pleaded guilty and testified that the allegations of the indictment were true, and the trial judge found him guilty and assessed his punishment at 8 years.",Facts,Others,False
The trial court was in error in holding that he was without authority to grant leave to file the motion for new trial or to grant such motion.,Conclusion,Rule/Law/Holding,False
"While in his amended answer appellant alleged that the bond was invalid for various reasons, he did not, as pointed out in our original opinion, in any manner, deny execution of the bond.",Analysis,Others,False
"He appealed to the county court, where the state's motion to dismiss the appeal because of a defective appeal bond was granted.",Facts,Analysis,False
"Finding the evidence sufficient and no reversible error appearing, the judgment of the trial court is affirmed.",Conclusion,Facts,False
"""The court further finds that the court was fraudulently misled and caused to recess the court prior to the time for the usual recess on the direct application and request of the said defense attorney Jack Mackin, and that the court was misled by the said Mackin to the extent that the said Kitchens had no intent to enter a plea of guilty, and no agreement having been made, as reported by counsel for the state and the defendant at 1:15 P.M.; and said defense attorney Jack Mackin having directly requested and insisted to the court that the court not cause the defendant to plead to the indictment prior to the conference between the said Jack Mackin and the district attorney and the defendant, full knowing that the bondsmen of the defendant had at that time been stricken from the approved bond list of Tarrant County, Texas, due to large sums in other judgments nisi now pending against them, one of the said bondsmen being the partner of said Jack Mackin; and that the said Jack Mackin went to the office of the district attorney at the time of recess and discussed for a matter of moments the possibility of a nominal sentence, and the defendant Kitchens never appeared for said conference, and repaired immediately to his automobile and drove away; that the said Jack Mackin at no time offered any explanation of the absence of the said Kitchens at the time of or immediately after the reconvening of the court at 1:15 P.M.",Facts,Others,False
Mrs. Jackson was accompanied by Doris Green.,Facts,Others,False
We find the evidence sufficient to sustain the conviction and overrule appellant's contention that there was a fatal variance between the allegation and proof of embezzlement and that under the evidence appellant could not be guilty of embezzlement of the mohair but only guilty of embezzlement of the money derived from the sale thereof.,Conclusion,Others,False
Appellant further contends that the caption of the act amending the statute in question omits mentioning an intent to change the penalty provided for in the body of the act. It is appellant’s position that these contentions advanced by him make the act unconstitutional as being contrary to Art. 3 of Sec.,Issue,Others,False
"1392 and 1393 defining ""entry"" and 1394 defining ""breaking"".",Others,Rule/Law/Holding,False
Appellant was stopped and arrested by two city of Dallas police officers after they had observed the automobile he was driving weaving on a public street and drive across a parking lot near the street corner.,Facts,Others,False
"Scire facias, the citation, was issued and served on the sureties pursuant to the judgment nisi entered in Criminal District Court No. 2 of Tarrant County.",Rule/Law/Holding,Others,False
"In his motion for rehearing, appellant's counsel, who did not represent him in the trial of this case, earnestly requests this court to consider the alleged error made by the trial court in admitting the testimony by deposition of the witness Teddy Skelly.",Facts,Issue,False
"The trial court instructed the jury to disregard the statement, but overruled appellant's motion that a mistrial be declared.",Facts,Others,False
"The arresting officer also testified that he found some 19 bottles of beer in the pickup driven by appellant, and from his breath and actions he assumed that appellant drank the 5 bottles of beer missing from the 24 bottles case.",Facts,Analysis,False
"The search warrant, if there was one, was not before the Court in Mapp.",Facts,Others,False
"Jimmy Ann Davis testified that she was at appellant’s cafe on the night in question and that an argument erupted between appellant and one Oscar Davis, who was with her; that she sought to placate the men but that, in spite of her efforts, appellant cursed her, pulled out a pistol and shot at her twice, one bullet penetrating her stomach.",Facts,Conclusion,False
"This is an appeal from an order entered in a habeas corpus proceeding by the Judge of the 142nd Judicial District Court of Midland County, remanding appellant to custody for extradition to the State of Nebraska.",Facts,Others,False
The prior convictions were proved by certain prison records and comparison of finger prints in the manner which has been held sufficient by this Court.,Analysis,Others,False
"E. Bailey, that the Defendant before he was arrested told him that there was no one in the car with him at the time of the collision and that M.",Facts,Others,False
"No brief has been filed in appellant's behalf, and there are no formal bills of exception; no objections or exceptions relating to the court's charge and no informal bills of exception that merit discussion.",Facts,Conclusion,False
"Here, appellant did not testify, but offered his own application for suspended sentence.",Facts,Analysis,False
"The testimony of Officer Seale, of the city of Houston, shows that in response to a radio dispatch about 6:30 A.M., regarding a suspicious appearing parked automobile, he found the appellant seated in the automobile on a public street; and that the appellant told him that he was watching a nearby house in an effort to see a man from whom he had purchased a truck, and that ""he was out there to get his truck one way or another"".",Facts,Others,False
"To raise the issue that the appellant as surety did not sign the bond, the answer must contain an affirmative verified plea of non est factum.",Rule/Law/Holding,Others,False
"Appellant contends that since his acts did not result in death, and because of his age, we should reverse the case because the punishment is excessive.",Issue,Others,False
No brief has been filed in appellant’s behalf.,Facts,Others,False
"State, 198 S.W. 2d 270, that the offense of theft from the person is not an included offense in the crime of robbery and that a court is without jurisdiction to try an accused for the offense of theft from the person under an",Rule/Law/Holding,Others,False
"Thereupon, Kitchen took appellant to his home in Flynn and the next morning, October 24, Kitchen returned to Flynn and took appellant to his work.",Facts,Others,False
The questioning lasted approximately an hour.,Facts,Issue,False
"The earliest, and the leading, case on this question is Allen v.",Others,Facts,False
"The record reflects that the information was not presented by the prosecuting attorney but was in the form of an affidavit by the affiant, who signed the complaint.",Facts,Others,False
We have searched this record with care and have been unable to find the evidence to support the conclusion expressed in the State's brief that appellant was seen unloading the still pot.,Analysis,Facts,False
"Nothing at all to connect those up and no proper predicate laid.""",Analysis,Facts,False
Several claims for reversal relate to the court's charge.,Facts,Others,False
Appellant's contention is overruled and is without merit.,Conclusion,Facts,False
"The evidence did not raise the issue of the involuntary character of the confession, hence no charge thereon was required.",Analysis,Issue,False
"Appellant's last contention is that the court committed reversible error during the state's examination of the prosecuting witness, J. W. Donnell, with reference to his ownership and possession of the 4,000-acre tract when, upon objection being made by appellant, the court stated: ""Well, I believe it is general knowledge that he does have possession of it.""",Issue,Facts,False
I would affirm the conviction.,Conclusion,Facts,False
"He also filed another sworn answer and denial May 13, 1960.",Facts,Rule/Law/Holding,False
"""GENTLEMENS OF THE JURY:",Others,Facts,False
"While the record reflects that prior to the extradition proceedings a petition had been filed in the 142nd District Court of Midland County against appellant under the Uniform Support Act, there is no showing that appellant had submitted to the jurisdiction of the court and complied with any order of support.",Facts,Others,False
She was questioned more fully as follows:,Facts,Others,False
We have carefully reviewed and considered all of the testimony adduced and have set forth above all of the pertinent testimony that the state offered.,Analysis,Facts,False
Appellant next insists that the court erred in admitting evidence of certain extraneous offenses concerning appellant which were not admissible to serve any pertinent issue in the case.,Issue,Facts,False
"But appellant made no objection after the question was answered, and there is no showing as to why he chose to delay making his objection.",Analysis,Others,False
"All of the evidence shows that, while some 12 to 15 feet from Frank H. Fryer, appellant fired a shot from a shotgun striking Fryer in the muscle of the right arm.",Facts,Others,False
We think the chain of custody of the wine in question was,Others,Issue,False
The framers of the bill thus informed the public and their fellow legislators that the purpose of the bill was to change the definition.,Facts,Others,False
By formal Bill of Exception No. 2 appellant complains of the overruling of his amended motion for new trial based upon jury misconduct.,Facts,Others,False
"We stopped several places to have a beer and we arrived in Anahuac, Texas, about 12:30 A.M. on Saturday, October 10, 1959.",Facts,Others,False
The undisputed evidence shows that appellant was driving an automobile upon a public highway and was involved in a collision with another automobile.,Facts,Conclusion,False
The evidence shown by the statement of facts is insufficient to sustain the conviction.,Analysis,Facts,False
"In the absence of any showing of injury the error, if any, is not ground for reversal.",Analysis,Issue,False
"While it is true that the arresting officer was the only witness for the state, his testimony needed no corroboration.",Analysis,Others,False
"Under the record, we remain convinced that the issue of appellant’s execution of the bond was not raised by a proper plea of non est factum and that the court did not err in overruling the motion for new trial on such ground.",Analysis,Conclusion,False
The two items of evidence which he tendered were in existence prior to the time of trial and were cumulative of the evidence adduced at the trial and were therefore not such newly discovered evidence as to call for a new trial.,Analysis,Conclusion,False
"The defendant was ordered by a superior immediately to appear in the Intelligence Division of the Department of Revenue and Taxation and certain questions were asked of him in the presence of the Department head, the special agent and a stenographer.",Facts,Others,False
