Sentence,Label,Predicted,Correct
"The operator of a nightwatching service in the city passed through this same side street shortly before midnight, or thereafter, and observed appellant standing by the side of a 1956 black Oldsmobile bearing license number RF 9234 and observed appellant's co-principal Joan Brock seated therein.",Facts,Others,False
Appellant urges that the trial court erred in admitting testimony given by one of the arresting officers that Jackson identified appellant at the line-up even before those participating in the line-up were in proper position.,Issue,Facts,False
"We held that the answer was in response to the question, probably invited, and in explanation of his attitude toward accused.",Analysis,Facts,False
The evidence would appear to be admissible.,Analysis,Others,False
He attributed the manner of his driving to the condition of the highway and of his automobile and admitted that he had urinated inside the court house but stated that he did so because the officers would not give him permission to go to the rest room.,Facts,Others,False
"While it is true that the arresting officer was the only witness for the state, his testimony needed no corroboration.",Analysis,Others,False
"Due to our disposition of the cause, the facts need not be set forth.",Others,Facts,False
The state insists that the statement was admissible in evidence as a part of the res gestae.,Analysis,Others,False
It was shown that appellant owned and operated a 1955 Chevrolet blue and white automobile with twin mirrors on the fenders and dual exhaust pipes.,Facts,Others,False
We think the indictment not vulnerable to the attack.,Analysis,Facts,False
"In view of our disposition of this appeal, a statement of the facts will not be deemed necessary other than to state that formal Bill of Exception No. 2 recites that during the cross-examination of the prosecuting witness appellant developed that the witness had previously made a written statement to the police and district attorney concerning the offense on trial.",Analysis,Others,False
The evidence clearly shows that appellant obtained possession of the automobile from the prosecuting witness by the giving of a worthless check.,Facts,Others,False
"Appellant further contends that the court erred in overruling his motion to quash the indictment on the ground that the alleged prior conviction for unlawfully acquiring marihuana without having paid the transfer tax, being for a violation of a federal regulatory statute, could not be used, under Art. 68, supra, to enhance a conviction for violation of the act. Art. 725b, supra, a prohibitory statute.",Issue,Rule/Law/Holding,False
"to which question she replied: ""Vagrancy.""",Facts,Others,False
Several claims for reversal relate to the court's charge.,Facts,Others,False
"I concur in the affirmance of this conviction which upholds the constitutionality of Article 1404b, V.A.P.C.",Conclusion,Others,False
"Defendant argues that it is impossible to reconcile plaintiff's position with the language of Â§6500.19 which mentions ""claims against"" GMH.",Facts,Others,False
The jury are the exclusive judges of the credibility of the witnesses and the weight to be given to their testimony.,Analysis,Others,False
The evidence from the standpoint of the state shows that Frank H. Fryer was not armed and made no attack upon appellant.,Facts,Others,False
"The defendant was ordered by a superior immediately to appear in the Intelligence Division of the Department of Revenue and Taxation and certain questions were asked of him in the presence of the Department head, the special agent and a stenographer.",Facts,Others,False
Police officers investigated and saw a case of beer in the back of the truck.,Facts,Others,False
"By a formal bill of exception, appellant brings forward two contentions.",Facts,Others,False
The trial court erred in submitting to the jury the issue of rape by threats.,Facts,Others,False
"He stated that Pelton said to appellant, ""Be sure and get it hard because it's no good .",Facts,Others,False
"Officer Bessent further testified that after listening to the conversation he went to the county attorney's office, obtained a warrant for appellant's arrest on a peace bond hearing, and then proceeded with other officers outside the city limits to Carlisle, where appellant was placed under arrest.",Facts,Others,False
"E. Evans by the male organ of the defendant must be proved beyond a reasonable doubt.""",Analysis,Others,False
"""When you and your family are on these highways driving you can't help but sometimes wonder if some drunk driver is going to hit you, run over you and kill you.""",Others,Facts,False
"Dr. Mason was then further examined and thereafter was permitted to read to the jury the information that was contained on the outside of the specimen, over the objection: ""Your Honor, again I would like to object to the improper predicate being laid and hearsay testimony.""",Facts,Others,False
After their arrest the two tires and tube Obtained from the injured party were recovered from the house by the officers.,Facts,Others,False
"Immediately after this was said by Farris, Landrum and the appellant paid a deposit on the bottles containing the beer which they were drinking and left Griffin's establishment.",Facts,Others,False
"All of the evidence shows that, while some 12 to 15 feet from Frank H. Fryer, appellant fired a shot from a shotgun striking Fryer in the muscle of the right arm.",Facts,Others,False
We find the evidence set forth above to show no abuse of discretion.,Conclusion,Others,False
The court submitted to the jury the issue of appellants' guilt of both murder with and without malice and of aggravated assault.,Facts,Others,False
We hold this evidence was admissible to show that the appellant had a motive for killing Farris.,Conclusion,Others,False
"The offense is felony theft; the punishment, enhanced by two prior convictions for felonies less than capital, life.",Facts,Others,False
"But appellant made no objection after the question was answered, and there is no showing as to why he chose to delay making his objection.",Analysis,Others,False
"The conduct complained of is that during their deliberations, the jury received new evidence in the form of a discussion about a film on sex deviation which was recently shown by the local PTA and the remark of one juror that he knew a prominent citizen of the community who was generally known as a sex deviate, but that such could not be proved.",Facts,Others,False
We have examined the informal bills of exception appearing in the statement of facts and find no reversible error therein.,Conclusion,Facts,False
""" ""˜So the addition of words, letters, or figures which do not affect the sense will not vitiate the indictment; nor will the omission thereof.",Rule/Law/Holding,Analysis,False
"""Mr. Friloux: Your Honor, I don't think that is a proper question.",Others,Issue,False
"The offense is unlawfully carrying a pistol; the punishment, 180 days in jail.",Conclusion,Others,False
"Appellant contends that since his acts did not result in death, and because of his age, we should reverse the case because the punishment is excessive.",Issue,Facts,False
The sole contention presented on appeal is that the court erred in failing to charge on the law of circumstantial evidence.,Issue,Facts,False
"The conviction is for forgery; the punishment, enhanced by two prior convictions for felonies less than capital, life imprisonment, as provided by Art. 63, V.A.P.C.",Facts,Others,False
The prior convictions alleged were proved and admitted.,Facts,Others,False
"Subsequent to this ruling by the court and after the introduction of further testimony, appellant's counsel moved for a mistrial.",Facts,Others,False
"Appellant then directed Agent Sherman to drive to a ""cool"" place, by which he meant a secluded place.",Facts,Others,False
"Officer Hudson testified that when he arrived at the scene of an automobile collision, about two or three minutes after he had received a radio dispatch to investigate an accident, he found that two cars ""had both started backing out and they backed into each other in the middle of Green Avenue"", a public street, and ""They were across the center stripe""; that from his investigation he was able to determine that ""the cars were still in the same position as where the accident happened,"" and that prior to the accident ""one car was parked on the north side of Green and the other was parked on the south side"".",Facts,Others,False
"Without objection, the officer testified that they searched the premises, where they found the instruments and utensils later introduced into evidence as State's Exhibit Nos.",Facts,Others,False
"On the night in question the appellant testified that he and a fifteen-year-old cousin were at the Electronic Lounge, and just prior to closing time he was going to take the boy home and ""run by"" and see his grandfather and take his grandfather a ""few beers"".",Facts,Others,False
"Here, appellant did not testify, but offered his own application for suspended sentence.",Facts,Others,False
"Therefore, the deletion of reference to the Claims Act would have been meaningless unless, as plaintiff argues, it eliminated any need to resort to the procedures of the Claims Act when suit is filed against GMH.",Analysis,Facts,False
Our prior opinion is withdrawn.,Others,Analysis,False
"He further testified that any individual having a concentration of alcohol in excess of .15 percent would be intoxicated, and that this had been lowered to .10 percent by more recent study and tests.",Facts,Others,False
"The record shows that prior to this testimony concerning the line-up Jackson himself had related, without objection, that",Facts,Others,False
"It will be noticed that the evidence does not suggest that appellant was in a seizure or was suffering the effects of a seizure at the time he went from Houston to Anahuac, climbed up the drain pipe to the roof of the drug store, took all the narcotics he could find as well as other property, and climbed out through the hole in the roof.",Facts,Others,False
We do not think the 56th Legislature was laboring under such restriction.,Analysis,Others,False
"State, supra, on motion for rehearing, after reviewing our decisions and the Federal Decisions we overruled a similar contention but made it plain that by such holding we did not condone any arbitrary disregard of the Constitutional mandate which imposes upon women as a class the inescapable duty of jury service.",Analysis,Others,False
"The whisky, vodka and beer was introduced in evidence and it was stipulated that the area was dry.",Facts,Others,False
"The offense is attempting to pass as true a forged instrument; the punishment, two years.",Conclusion,Others,False
"She was trying to get by me, scuffling, trying to get by me to go get something to drink from some of the neighbors.""",Facts,Others,False
