Sentence,Label,Predicted,Correct
"With the vacating of the November 26, 1979 Decision and Order, the appointment of a ""Special Prosecutor"" by the Superior Court is declared a nullity.",Conclusion,Rule/Law/Holding,False
The burden was upon the state to prove that the letter was written and sent.,Analysis,Rule/Law/Holding,False
Opinion approved by the court.,Others,Facts,False
"Scire facias, the citation, was issued and served on the sureties pursuant to the judgment nisi entered in Criminal District Court No. 2 of Tarrant County.",Rule/Law/Holding,Facts,False
We have considered the informal bills of exception contained in the statement of facts and find no reversible error therein.,Conclusion,Analysis,False
The government has all the tools of any civil suit to refine the plaintiff's theory before trial.,Analysis,Facts,False
We hold this evidence was admissible to show that the appellant had a motive for killing Farris.,Conclusion,Rule/Law/Holding,False
"The basis of this motion is that this cause of action for negligent hiring, training and supervision of the defendant employees is not within the scope of the claim filed by plaintiff, and thus barred.",Analysis,Issue,False
"The court in his charge submitted such defense, but refused appellant's request that the jury be instructed that in determining the existence of real or apparent danger it was the duty of the jury to ""consider the words, acts and conduct, if any, of the injured party, at the time of and prior to the time of the assault and consider whatever threats, if any, the injured party may have made to the defendant * *",Facts,Analysis,False
He first says that there was no evidence to support the charge and that it was a comment upon the weight of the evidence.,Facts,Analysis,False
Complaint is further made to the admission of appellant's confession in evidence over his objection that the proper predicate had not been laid.,Facts,Issue,False
"It charged the existence of facts which, if sustained, show a violation of the law.",Rule/Law/Holding,Analysis,False
"To sustain such allegation appellant interrogated the juror, but made no inquiry as to whether she ""visited or carried on a conversation"" with anyone, except that he brought out from the juror her testimony that there was no conversation about the case at all, and that she did not discuss the case with anyone while she was in the drug store.",Facts,Analysis,False
"Though false imprisonment is a lesser included offense to kidnapping under the terms of Article 695, V.A.C.C.P., the necessity for such a charge has been decided adversely to appellant's contention in Daywood v.",Analysis,Rule/Law/Holding,False
"Appellant argues with much force that her possession of heroin, shown by the state's evidence, was only such as necessarily resulted from her accommodation of Armstrong in its purchase.",Facts,Analysis,False
"By brief and oral argument, appellant’s very able counsel urges his contentions.",Facts,Others,False
In submitting the issue of appellant's guilt to the jury the court instructed as follows:,Others,Rule/Law/Holding,False
"See 67 Corpus Juris Secundum, page 89, and cases annotated.",Rule/Law/Holding,Others,False
The trial court was in error in holding that he was without authority to grant leave to file the motion for new trial or to grant such motion.,Conclusion,Analysis,False
Appellant's remaining contention is that the court erred in admitting the evidence showing the insolvent financial condition of L. Schwartz Company and in refusing to withdraw such evidence from the jury's consideration and instruct them not to consider the same.,Facts,Issue,False
"The offense is attempting to pass as true a forged instrument; the punishment, two years.",Conclusion,Rule/Law/Holding,False
The jury accepted the state's version of the facts and the evidence sustains its verdict.,Analysis,Conclusion,False
"Appellant insists that the court erred in overruling his motion to quash the indictment on the ground that there were no women on the Grand Jury which returned the indictment against him and because women had, except in the years 1955 and 1956, been systematically and deliberately excluded from Grand Jury service in Uvalde County since November 19, 1954, the effective date of the amendment of Article XVI, Section 19 of the Constitution of the State of Texas making women eligible for jury service in this State.",Issue,Analysis,False
The state's testimony reflects the following:,Others,Facts,False
"The Court finds that the intent of the Legislature was to include Guam Memorial Hospital within the statutory scheme of that act.""",Analysis,Rule/Law/Holding,False
"The offense is assault with intent to murder; the punishment, seven years.",Conclusion,Rule/Law/Holding,False
"Appellant repudiated that portion of his confession in which he admitted going to her home and also, by his testimony, raised an issue as to the voluntary nature of the confession.",Facts,Analysis,False
1 and 2 he determined that each of them,Others,Facts,False
"There is nothing in the record showing that a brief has been filed in this Court, as required by the Rules of Civil Procedure.",Analysis,Facts,False
"It was further alleged that several jurors then brought up the Selby murder case, about which they had read in the newspapers, to the effect that Selby was given life ""” which meant that he would serve only seven or eight years; that, after several hours of this type argument and the receipt of other testimony about the Selby case and other cases, it was this argument about what ""life"" meant that finally brought the ten jurors from a suspended sentence, or a short term, up to a life sentence.",Facts,Others,False
The prior convictions were proved by certain prison records and comparison of finger prints in the manner which has been held sufficient by this Court.,Analysis,Rule/Law/Holding,False
The convictions are for the misdemeanor offense of unlawful assembly under Arts.,Conclusion,Facts,False
"Also, only unsworn representations of counsel were considered, with no attempt to hear legally admitted evidence.",Facts,Analysis,False
"The offense is carrying a pistol, the punishment, 60 days in jail and a fine of $25.00.",Facts,Rule/Law/Holding,False
