Sentence,Label,Predicted,Correct
"The trial court refused to allow appellant to make such recognizance and ordered him confined to jail, pending his appeal from the revocation order entered by the court.",Facts,Others,False
"Appellant was not tried for murder, negligent homicide or aggravated assault with a motor vehicle, but for failing to stop and render to the person struck and injured the aid of carrying him to a physician or surgeon for treatment.",Facts,Others,False
Objections were made regarding the testimony concerning certain medicine and drugs given to the complaining witness.,Facts,Issue,False
Any claims of error for want of proper service became a nullity when the surities appeared in person and by counsel in open court upon the call of this cause and announced ready for.,Analysis,Others,False
And further contends that if he did convert said automobile the evidence fails to show that it occurred in El Paso County.,Issue,Facts,False
By formal Bill of Exception No. 2 appellant complains of the overruling of his amended motion for new trial based upon jury misconduct.,Facts,Issue,False
"In the absence of any showing of injury the error, if any, is not ground for reversal.",Analysis,Rule/Law/Holding,False
"No brief has been filed in appellant's behalf, and there are no formal bills of exception; no objections or exceptions relating to the court's charge and no informal bills of exception that merit discussion.",Facts,Rule/Law/Holding,False
The officer then expressed his opinion that the appellant was intoxicated.,Facts,Rule/Law/Holding,False
We have examined the informal bills of exception appearing in the statement of facts and find no reversible error therein.,Conclusion,Facts,False
Appellant contends that the offering in evidence of the application for the suspended sentence created a fact issue for the jury and that it made it incumbent upon the trial court to instruct upon and to present to the jury for its determination the issue of a suspended sentence.,Issue,Facts,False
"Under this record, we are of the opinion that the incorrect statements made by the various jurors in their discussions and the subsequent vote on the part of some of the jurors to increase the penalty constituted misconduct to the extent that this appellant has not received a fair and impartial trial.",Conclusion,Others,False
"It is insisted that the trial court erred in admitting the evidence concerning appellant's attempt to bribe Officer Maddox, over his' objection that it was inflammatory and prejudicial.",Issue,Facts,False
The prior convictions were proved by certain prison records and comparison of finger prints in the manner which has been held sufficient by this Court.,Analysis,Others,False
"Our prior opinion is withdrawn, and this one is adopted in lieu thereof.",Conclusion,Others,False
The amended statute was in effect on the date the indictment alleged the second conviction was had.,Facts,Rule/Law/Holding,False
"Did he point out any clothes to you?""",Others,Issue,False
No brief has been filed in appellant’s behalf.,Facts,Others,False
The gates had been opened by the construction company and the highway was being used by the public.,Facts,Others,False
We also overrule the contention that an issue should have been submitted to the jury as to whether or not a conspiracy to commit the burglary and theft existed.,Conclusion,Facts,False
We do not agree with this contention.,Conclusion,Issue,False
The evidence shown by the statement of facts is insufficient to sustain the conviction.,Analysis,Issue,False
"While there appears to be a conflict in consistency between the Claims Act and the Civil Procedure Code regarding jury trial, it does not appear so repugnant an inconsistency that the two provisions cannot stand together.",Analysis,Others,False
"On July 25, 1960 Jimmy Martin, as surety, signed an instrument which recited that he waived the issuance and service upon him of the scire facias and entered his appearance in said cause for all purpose.",Facts,Rule/Law/Holding,False
"The search warrant, if there was one, was not before the Court in Mapp.",Facts,Rule/Law/Holding,False
"Further, the Act only covers negligent torts, and sovereign immunity is not waived for intentional wrongs of the employee.",Analysis,Rule/Law/Holding,False
"In Toombs, the state's one witness failed to testify that he smelled liquor on appellant's breath and he failed to express an opinion that appellant was intoxicated.",Facts,Rule/Law/Holding,False
The jury accepted the state's version of the facts and the evidence sustains its verdict.,Analysis,Facts,False
Appellant predicates this appeal upon two formal bills of exception and several informal bills of exception.,Facts,Rule/Law/Holding,False
The indictment appears to be sufficient and the trial court did not err in overruling appellant's motion to quash.,Conclusion,Rule/Law/Holding,False
"Oscar Davis testified that appellant accused him of breaking one of the windows in the cafe, that he denied his guilt, that Jimmy Ann offered to pay for the window, and appellant reached in his pocket, pulled out a pistol and shot the injured party.",Facts,Others,False
"Appellant insists that the evidence is insufficient to sustain the conviction because it was not shown that he induced, enticed or encouraged the minor to go to the place where intoxicating liquor was sold as alleged in the information.",Issue,Facts,False
The trial court erred in sustaining the state's objection and in excluding the proffered testimony.,Conclusion,Rule/Law/Holding,False
"The offense is driving while intoxicated, a felony; the punishment, six months in jail and a fine of $500.00.",Facts,Rule/Law/Holding,False
"While it is true that the question of a mortgage was never discussed by the parties in open court, it seems very unlikely that any party would contemplate transferring over an interest in realty without an adequate security interest.",Analysis,Others,False
"The Government of Guam must use the least restrictive means that would accomplish the legislative purpose of Bill 754 (15th Guam Legislature, 1979 First Regular Session).",Facts,Others,False
"But appellant made no objection after the question was answered, and there is no showing as to why he chose to delay making his objection.",Analysis,Facts,False
"The earliest, and the leading, case on this question is Allen v.",Others,Rule/Law/Holding,False
"The information alleges that, in exchange for $7 cash, the appellant, with fraudulent intent, gave the injured party a $17 check drawn on his bank account knowing at the time that he had insufficient funds in the account to pay the check and that the check was returned unpaid for that reason.",Facts,Analysis,False
"Appellant testified and offered evidence from other witnesses to the effect that he consumed two “martinis” shortly before his arrest, but that he was not intoxicated.",Facts,Others,False
"Both statements were introduced in evidence, certain incriminating portions being offered by the state and other portions of an exculpatory nature being offered by the appellant.",Facts,Rule/Law/Holding,False
"472, 293 S.W. 2d 659, we said ""For the argument to offend against the statute, Art. 710, V.A.C.C.P., prohibiting allusion to or comment upon the failure of a defendant to testify, the language used must be looked to from the standpoint of the jury, and the implication that the language used had reference to the defendant's failure to testify must be a necessary one.",Rule/Law/Holding,Others,False
None of the sentences were cumulated.,Others,Facts,False
We think the indictment not vulnerable to the attack.,Analysis,Rule/Law/Holding,False
The evidence showing such financial condition of the company was admissible on the question of appellant's intent and motive in committing either the offense of theft or embezzlement of the mohair as charged in counts 5 and 8 of the indictment and which were submitted to the jury.,Analysis,Facts,False
Our holding that the evidence relating to the search was properly before the court disposes of appellant's contention that without such evidence his motion for instructed verdict was improperly overruled.,Conclusion,Facts,False
"On July 14, 1972, the United States Marshal for the Territory of Guam issued his Notice of Levying on Real Property, and filed the same with the Department of Land Management, Government of Guam, under document No. 114073, on the same date.",Facts,Issue,False
"The offense is the possession of heroin; the punishment, 10 years.",Facts,Rule/Law/Holding,False
"When the appellant denied that he had, an officer was then allowed to testify, over objection that the offenses inquired about did not involve moral turpitude, that he had arrested appellant or had been in company with others who arrested appellant on three or four occasions, and that he had pleaded guilty to vagrancy under an assumed name.",Facts,Others,False
It is apparent from the above facts that the contention presents no error.,Analysis,Issue,False
"The defendant was ordered by a superior immediately to appear in the Intelligence Division of the Department of Revenue and Taxation and certain questions were asked of him in the presence of the Department head, the special agent and a stenographer.",Facts,Issue,False
", The .fact that, the shoes which appellant said he owned were produced and turned over to the .sheriff did not conduce to establish his guilt in the commission of the burglary.",Analysis,Facts,False
"The offense is driving an automobile upon a public highway while intoxicated; the punishment, 3 days in jail and a fine of $100.",Facts,Others,False
"""It is provable that one accused of drunken driving had a collision on the highway with an automobile driven by another person, on the ground that the manner in which accused",Facts,Others,False
"The November 26, 1979 Decision and Order of the Superior Court is vacated, and the Superior Court is ordered to schedule a hearing on the disqualification issue with full and adequate notice being given to counsel for both sides.",Facts,Issue,False
"Due to our disposition of the cause, the facts need not be set forth.",Others,Facts,False
"While observing the house they saw several cars appear in front of the house, sound their horn, and the appellant go to each car and then return to the house.",Facts,Others,False
The District Court sees no reason why it should make a de novo decision on matters which were not fully briefed and presented before the Superior Court of Guam.,Analysis,Rule/Law/Holding,False
Appellant's failure to object at the time the pistol was introduced in evidence waived any complaint of the search.,Analysis,Rule/Law/Holding,False
"There Bill of Exception No. 2 complained that Knox, one of the arresting officers, was permitted to testify that he asked the defendant Garland if he had anything to drink, and Garland replied: ""I have had a few social drinks.""",Facts,Rule/Law/Holding,False
"The record reflects that the information was not presented by the prosecuting attorney but was in the form of an affidavit by the affiant, who signed the complaint.",Facts,Issue,False
"We are unable to agree that the evidence shows entrapment of appellant, as a matter of law, in commission of the offense.",Conclusion,Analysis,False
"Jobe further testified that the appellant and Brundrett put him in fear of bodily injury and his life, and that he did not consent to their taking the money.",Facts,Others,False
In submitting the issue of appellant's guilt to the jury the court instructed as follows:,Others,Facts,False
The statement was a reasonable comment on the evidence and does not present error.,Conclusion,Rule/Law/Holding,False
"While the record reflects that prior to the extradition proceedings a petition had been filed in the 142nd District Court of Midland County against appellant under the Uniform Support Act, there is no showing that appellant had submitted to the jurisdiction of the court and complied with any order of support.",Facts,Others,False
"The several hundred page glut which made up the record in this case was totally unnecessary; based on the one issue on appeal, a record several pages long was all that was required.",Others,Issue,False
"Appellant's last contention is that the court committed reversible error during the state's examination of the prosecuting witness, J. W. Donnell, with reference to his ownership and possession of the 4,000-acre tract when, upon objection being made by appellant, the court stated: ""Well, I believe it is general knowledge that he does have possession of it.""",Issue,Others,False
"We do not deem it necessary to review the holding of this Court in Ex Parte Jonischkies, 88 Texas Cr.",Analysis,Rule/Law/Holding,False
Now you say that the premises were controlled by Report Walton on that date and you know that?,Facts,Issue,False
The answer urging invalidity of the bond for the various reasons assigned did not constitute a plea of non est factum.,Analysis,Rule/Law/Holding,False
"35 of our Constitution, which says, in substance, that no bill, with certain exceptions (being general appropriations bills) shall contain more than one subject, which shall be expressed in its title.",Rule/Law/Holding,Issue,False
Requested charge No. 4 would have instructed the jury to acquit appellant unless they found that on the date in question an occupant of the house did engage in acts of illegal sexual intercourse.,Facts,Rule/Law/Holding,False
"They immediately purchased two new suits of clothes with bills of large denomination, and some jewelry; took a bath, changed clothes, and stated that they were on their way to Houston.",Facts,Issue,False
No brief has been filed on behalf of the appellant.,Facts,Others,False
"Dr. Goodall testified that Jimmy Ann was brought to his hospital on the night in question suffering from gunshot wounds, that he operated on her for three hours, and that she was in a critical condition.",Facts,Conclusion,False
The two items of evidence which he tendered were in existence prior to the time of trial and were cumulative of the evidence adduced at the trial and were therefore not such newly discovered evidence as to call for a new trial.,Analysis,Facts,False
"If you will do this for me would you leave your front porch light on as an O K signal Wed-and Thurs evening ,_Thurs in case you don't get this in time for Wed.",Facts,Others,False
The court's instruction was sufficient to cure any error therein.,Analysis,Rule/Law/Holding,False
