Sentence,Label,Predicted,Correct
The jury are the exclusive judges of the facts proved and the credibility of the witnesses and the weight to be given to the testimony.,Rule/Law/Holding,Facts,False
"In the instant case, we feel that most of the statements made by the various witnesses in their testimony on the motion, for new trial constituted misstatements of law which no doubt caused the sentence imposed to be enhanced beyond what it would have been had the statements not been made.",Analysis,Facts,False
"""* * * the term ""˜possession' as used in the definition of robbery has a somewhat broader meaning than as restricted in the statute relating to theft.",Rule/Law/Holding,Facts,False
"""It is provable that one accused of drunken driving had a collision on the highway with an automobile driven by another person, on the ground that the manner in which accused",Facts,Others,False
"In the case at bar, the person of appellant was not searched and so the rule announced in Giacona has no application.",Analysis,Facts,False
"We have concluded that they do not, and a reversal of the conviction is necessarily called for.",Conclusion,Facts,False
Appellant's contention is overruled and is without merit.,Conclusion,Facts,False
"Appellant contends that since his acts did not result in death, and because of his age, we should reverse the case because the punishment is excessive.",Issue,Analysis,False
The indictment appears to be sufficient and the trial court did not err in overruling appellant's motion to quash.,Conclusion,Facts,False
"In the case at bar, we feel that the relator carried the burden of overcoming the presumption that the recitals in the judgment were not only true but sufficient to sustain the trial court's action.",Analysis,Facts,False
Such order of appointment of the grand jury commissioners was in compliance with the statute.,Analysis,Facts,False
"In view of the witness Horton's testimony without objection, that after the calf returned to the pasture he saw it sucking its mother, no error is presented.",Analysis,Facts,False
"The evidence is amply sufficient to support the jury's verdict, and no benefit would be derived from a summation of the evidence as given by each individual witness.",Analysis,Facts,False
Any claims of error for want of proper service became a nullity when the surities appeared in person and by counsel in open court upon the call of this cause and announced ready for.,Analysis,Facts,False
The state's testimony reflects the following:,Others,Facts,False
Appellant contends that the court erred in not permitting his counsel to ask Mrs. Williams whether or not she had an opinion as to whether appellant knew the difference between right and wrong.,Issue,Facts,False
Appellant contends that the evidence is insufficient to show a conversion of the automobile because he never at any time asserted claim to it which was adverse to the owner.,Issue,Facts,False
"We think that appellant's contention that the evidence is insufficient to corroborate the testimony of the two accomplices, Nations and Matthews, has merit.",Analysis,Facts,False
"It is the general rule that where the criminal intent originates in the mind of an accused, the fact that the officers furnish the opportunity for or aid the accused in the commission of a crime constitutes no defense to such a prosecution.",Rule/Law/Holding,Facts,False
"Burnett and his wife testified that they were seated at their dining table in the apartment house in question on the day charged in the indictment and observed a 1952 De Soto automobile drive into the parking area at the rear of the building; that they observed it closely because Burnett's brother had an automobile of the same year and make; that two men, one of whom was appellant, got out of the automobile and walked toward the front of the apartment house.",Facts,Others,False
Vacated and remanded.,Conclusion,Facts,False
"J. W. Nowlin, a male 12 years of age, testified that on the night of July 23, 1961, he attended a show at the Roxy Theater in the City of San Angelo; that about 10 or 11 P.M., he left the theater, started home and first observed appellant near a post office; that appellant offered to take him home, but instead, took him out to a pasture near the Holiman School, stopped the automobile and proceeded to disrobe; that appellant made him remove his clothing and started ""messing"" with his private parts.",Facts,Others,False
"Observing that the man started the car without difficulty and drove away, the officer noted the license number and checked the drug store which he had been informed someone had attempted to break into a week or ten days before.",Facts,Others,False
The presumption is that the trial judge ruled correctly when he declined to order a mistrial during the closing argument.,Analysis,Facts,False
"The State contends that under the authority of these cases, and the very general objections made by appellant, no error is shown.",Analysis,Facts,False
"The court excused said juror and gave the appellant further opportunity to exercise his challenges on the jury list, which he refused to do, after which the next juror on the list was taken.",Facts,Others,False
The jury accepted the State's theory of the case and rejected that of appellant and we find the evidence sufficient to sustain their verdict.,Conclusion,Facts,False
The conduct inquired about on cross-examination must be inconsistent with the trait of character to which the witness had attested.,Analysis,Facts,False
We find the evidence set forth above to show no abuse of discretion.,Conclusion,Facts,False
"Briefly, Art. 602, as enacted by the Regular Session of the 56th Legislature, defines the offense of wilfully deserting, neglecting, or refusing to provide for the support and maintenance of a wife in necessitous circumstances and the offense by either parent of wilfully deserting, neglecting, or refusing to provide for the support and maintenance of a child or children under eighteen years of age.",Rule/Law/Holding,Others,False
"Therefore, the deletion of reference to the Claims Act would have been meaningless unless, as plaintiff argues, it eliminated any need to resort to the procedures of the Claims Act when suit is filed against GMH.",Analysis,Facts,False
"The evidence did not raise the issue of the involuntary character of the confession, hence no charge thereon was required.",Analysis,Facts,False
None of the sentences were cumulated.,Others,Facts,False
"We have examined the authorities cited, and it it apparent from the opinion in each of them that the person who made the attempted appointment which led the accused to believe he had authority to act was in fact a de jure officer.",Analysis,Facts,False
Appellant reurges certain points of error that were answered in our original opinion and we do not deem it necessary to discuss them further.,Analysis,Facts,False
"The holding was that such testimony and argument offended the rule that whether warned or not, the silence of the defendant while under arrest cannot be used against him as a confession of the truth of statements made in his presence by his codefendants or anybody else.",Rule/Law/Holding,Facts,False
"There is nothing in the record showing that a brief has been filed in this Court, as required by the Rules of Civil Procedure.",Analysis,Facts,False
"Appellant filed an amended answer October 21, but therein",Facts,Others,False
"It is noted, however, that, as heretofore shown, the order in the instant case transferring the cause to Criminal District Court No. 4 does recite that it was with permission of the court.",Analysis,Facts,False
"Appellant insists that the court erred in overruling his motion to quash the indictment on the ground that there were no women on the Grand Jury which returned the indictment against him and because women had, except in the years 1955 and 1956, been systematically and deliberately excluded from Grand Jury service in Uvalde County since November 19, 1954, the effective date of the amendment of Article XVI, Section 19 of the Constitution of the State of Texas making women eligible for jury service in this State.",Issue,Analysis,False
