Sentence,Label,Predicted,Correct
"In view of our disposition of this appeal, a statement of the facts will not be deemed necessary other than to state that formal Bill of Exception No. 2 recites that during the cross-examination of the prosecuting witness appellant developed that the witness had previously made a written statement to the police and district attorney concerning the offense on trial.",Analysis,Facts,False
"The jury resolved the conflict in the evidence against appellant, and we find it sufficient to support the conviction.",Analysis,Facts,False
We do not agree with this contention.,Conclusion,Facts,False
"Appellant insists that the court erred in overruling his motion to quash the indictment on the ground that there were no women on the Grand Jury which returned the indictment against him and because women had, except in the years 1955 and 1956, been systematically and deliberately excluded from Grand Jury service in Uvalde County since November 19, 1954, the effective date of the amendment of Article XVI, Section 19 of the Constitution of the State of Texas making women eligible for jury service in this State.",Issue,Facts,False
"35 of our Constitution, which says, in substance, that no bill, with certain exceptions (being general appropriations bills) shall contain more than one subject, which shall be expressed in its title.",Rule/Law/Holding,Facts,False
"We object to the use of the word ""˜murder' and we * * *",Others,Facts,False
"He'll be here in a few minutes.""",Others,Facts,False
"We think that appellant's contention that the evidence is insufficient to corroborate the testimony of the two accomplices, Nations and Matthews, has merit.",Analysis,Facts,False
The transcript indicated that originally Â§49003(g) describing powers of Guam Memorial Hospital Authority read:,Facts,Rule/Law/Holding,False
This Court held that failure to copy such words in the indictment did not create a variance.,Rule/Law/Holding,Facts,False
"The search was not made as an incident to the arrest of appellant for the offense of unlawfully carrying on or about her person a pistol, but as an incident to the search of the driver of the automobile in the investigation of the burglary or attempted burglary of the drug store.",Analysis,Facts,False
Its purpose was clearly restricted to “further defining the offense of an attempt to commit arson.”,Analysis,Facts,False
"Scire facias, the citation, was issued and served on the sureties pursuant to the judgment nisi entered in Criminal District Court No. 2 of Tarrant County.",Rule/Law/Holding,Facts,False
"A litigant is not permitted during a trial on the merits to remain silent as to affirmative defenses known to him, and then when an adverse result is reached, on motion for new trial complain because of his own neglect.",Rule/Law/Holding,Facts,False
The legislature determined that a similar rationale did not exist for intentional wrong doing by government employees.,Analysis,Facts,False
The jury are the exclusive judges of the facts proved and the credibility of the witnesses and the weight to be given to the testimony.,Rule/Law/Holding,Facts,False
"The offense is assault with intent to murder; the punishment, seven years.",Conclusion,Facts,False
"The earliest, and the leading, case on this question is Allen v.",Others,Facts,False
"We are unable to conclude that the pictures were not admissible as shedding light upon those issues.""",Analysis,Facts,False
The jury resolved the fact issues against the appellant.,Conclusion,Facts,False
"State, 198 S.W. 2d 270, that the offense of theft from the person is not an included offense in the crime of robbery and that a court is without jurisdiction to try an accused for the offense of theft from the person under an",Rule/Law/Holding,Facts,False
"Nothing at all to connect those up and no proper predicate laid.""",Analysis,Facts,False
which provides that the failure of the defendant to testify shall not be alluded to or commented upon by counsel in the cause.,Rule/Law/Holding,Facts,False
"Did he point out any clothes to you?""",Others,Facts,False
"1392 and 1393 defining ""entry"" and 1394 defining ""breaking"".",Others,Rule/Law/Holding,False
"But appellant made no objection after the question was answered, and there is no showing as to why he chose to delay making his objection.",Analysis,Facts,False
"No reversible error appearing, the judgment is affirmed.",Conclusion,Facts,False
"State, 352 S.W. 2d 747, we overruled a similar contention in holding that a prior federal narcotic conviction for a like offense could be used under Art. 63, supra, to enhance punishment for a violation of Art. 725b, supra.",Rule/Law/Holding,Facts,False
"Acts done, statements and appearance of the participants, and other similar circumstances are all admissible as part of the res gestae when a witness narrates the events surrounding an offense.",Rule/Law/Holding,Facts,False
Appellant further contends that the caption of the act amending the statute in question omits mentioning an intent to change the penalty provided for in the body of the act. It is appellant’s position that these contentions advanced by him make the act unconstitutional as being contrary to Art. 3 of Sec.,Issue,Facts,False
He presents this matter by an informal bill of exception and contends that the jury had already seen the seat covers and the court's instruction to disregard them could not cure the error.,Issue,Facts,False
Opinion approved by the Court,Others,Facts,False
No variance is presented.,Others,Facts,False
"For the reason stated, the judgment is reversed and the prosecution ordered dismissed.",Conclusion,Facts,False
The prior convictions were proved by certain prison records and comparison of finger prints in the manner which has been held sufficient by this Court.,Analysis,Facts,False
"Mr. Darden further testified that appellant said: ""Them people ought not to have been in the highway stopped,"" and he said ""They wasn't stopped, you was lowering the boom on them that appellant asked him to make a statement that the people were stopped.",Facts,Others,False
"In view of the witness Horton's testimony without objection, that after the calf returned to the pasture he saw it sucking its mother, no error is presented.",Analysis,Facts,False
"""Dear neighbor: This may be a peculiar way of doing things but then we live in peculiar times, don't we.",Others,Rule/Law/Holding,False
The indictment appears to be sufficient and the trial court did not err in overruling appellant's motion to quash.,Conclusion,Facts,False
"Nothing further being presented for review, the judgment is affirmed.",Conclusion,Facts,False
We have examined the record with care and fail to find any undisputed evidence which would render the confession inadmissible as a matter of law.,Analysis,Facts,False
"Its only possible use, apparent to us, is to inflict injury and is the type that would be fabricated and carried by one planning to engage in an assault upon another person.",Analysis,Facts,False
"""Where it clearly appears on the face of the evidence that evidence is not admissible for any purpose, the general objection will be deemed sufficient.""",Rule/Law/Holding,Facts,False
"While these bills set out the language of which the appellant complains, they are but isolated, one sentence statements, and do not show in what context they were used.",Analysis,Facts,False
"Appellant's confession made to County Attorney Jenson was introduced in evidence which reads, in part:",Facts,Analysis,False
Appellant next insists that the court erred in admitting evidence of certain extraneous offenses concerning appellant which were not admissible to serve any pertinent issue in the case.,Issue,Facts,False
"The holding was that such testimony and argument offended the rule that whether warned or not, the silence of the defendant while under arrest cannot be used against him as a confession of the truth of statements made in his presence by his codefendants or anybody else.",Rule/Law/Holding,Others,False
If either request was to be allowed it should have been that of defense counsel made before the lists showing the peremptory challenges had been compared.,Analysis,Facts,False
We find no merit in appellant's contention.,Conclusion,Facts,False
"While it is true that the arresting officer was the only witness for the state, his testimony needed no corroboration.",Analysis,Facts,False
"""* * * the term ""˜possession' as used in the definition of robbery has a somewhat broader meaning than as restricted in the statute relating to theft.",Rule/Law/Holding,Analysis,False
The arrest sheet appears in the record as a part of appellant’s bill of exception and we observe nothing therein which would impeach the testimony of the witness for the state.,Analysis,Facts,False
The burden was upon the state to prove that the letter was written and sent.,Analysis,Facts,False
"In such cases, the accused became a de facto officer because his appointment was defective for some reason.",Rule/Law/Holding,Facts,False
"In the normal course of business dealings, a mortgage or some similar security interest would be expected, and it is the opinion of this Court that granting a mortgage in favor of the defendants would do less violence to the intention of the parties, while at the same time protecting defendant's equitable interests in the property which it was conveying.",Analysis,Facts,False
"It is the general rule that where the criminal intent originates in the mind of an accused, the fact that the officers furnish the opportunity for or aid the accused in the commission of a crime constitutes no defense to such a prosecution.",Rule/Law/Holding,Facts,False
And where did you go if any place?,Others,Facts,False
The application was granted and the venue changed to Wilbarger County.,Facts,Rule/Law/Holding,False
"""When you and your family are on these highways driving you can't help but sometimes wonder if some drunk driver is going to hit you, run over you and kill you.""",Others,Facts,False
The evidence is deemed sufficient to sustain the allegations of the complaint and information.,Conclusion,Facts,False
"Under such record, no reversible error is shown.",Conclusion,Facts,False
"I concur in the affirmance of this conviction which upholds the constitutionality of Article 1404b, V.A.P.C.",Conclusion,Rule/Law/Holding,False
"The offense is attempting to pass as true a forged instrument; the punishment, two years.",Conclusion,Facts,False
We have considered the informal bills of exception contained in the statement of facts and find no reversible error therein.,Conclusion,Facts,False
We are aware of no authority supporting this claim of error and are cited to none.,Others,Facts,False
The answer urging invalidity of the bond for the various reasons assigned did not constitute a plea of non est factum.,Analysis,Facts,False
A suit filed under the Claims Act is a very narrow and limited area for relief.,Rule/Law/Holding,Facts,False
"The allegation was insufficient to charge that appellant was in performance of an unlawful act. Appellant's exception to the second count of the indictment should have been, by the court, sustained.",Analysis,Facts,False
Our prior opinion is withdrawn.,Others,Conclusion,False
"We do not deem it necessary to review the holding of this Court in Ex Parte Jonischkies, 88 Texas Cr.",Analysis,Facts,False
"We further think that the evidence is abundantly sufficient to support either theory of the state as to appellant's guilt, whether it be as a principal with his companions or as an individual offender.",Analysis,Facts,False
The trial court erred in submitting to the jury the issue of rape by threats.,Facts,Issue,False
