Sentence,Label,Predicted,Correct
"We held in the' last cited case that proof that the defendant owned the truck involved in an accident was not evidence of an incriminating character which tended to connect him with the commission of the offense of failing to stop and render aid, and was insufficient to corroborate the testimony of an accomplice witness who testified he was the driver.",Rule/Law/Holding,Facts,False
The state insists that the statement was admissible in evidence as a part of the res gestae.,Analysis,Facts,False
"The court in his charge followed the terms of Article 1177a, supra, and the indictment, and we find no merit in appellant's contention that the court erred in failing to give his requested charges.",Conclusion,Facts,False
"While it is true that the arresting officer was the only witness for the state, his testimony needed no corroboration.",Analysis,Facts,False
The court's instruction was sufficient to cure any error therein.,Analysis,Facts,False
No variance is presented.,Others,Facts,False
The two items of evidence which he tendered were in existence prior to the time of trial and were cumulative of the evidence adduced at the trial and were therefore not such newly discovered evidence as to call for a new trial.,Analysis,Facts,False
"If in fact the appellant had served one or more jail terms, it is apparent that the jury would have been misled by the argument that the jury would ruin his life if they convicted him because he would have to go to jail.",Analysis,Facts,False
The sole contention presented on appeal is that the court erred in failing to charge on the law of circumstantial evidence.,Issue,Facts,False
"In view of the fact that the evidence shows that appellant was seated behind the steering wheel of the automobile shortly after it collided with the bridge and no other occupants were shown to have been in the automobile, the evidence is sufficient to show that appellant was the driver thereof.",Analysis,Facts,False
"In the normal course of business dealings, a mortgage or some similar security interest would be expected, and it is the opinion of this Court that granting a mortgage in favor of the defendants would do less violence to the intention of the parties, while at the same time protecting defendant's equitable interests in the property which it was conveying.",Analysis,Facts,False
"In the instant case, we feel that most of the statements made by the various witnesses in their testimony on the motion, for new trial constituted misstatements of law which no doubt caused the sentence imposed to be enhanced beyond what it would have been had the statements not been made.",Analysis,Facts,False
We overrule appellant’s contention that “proper predicate has not been laid.”,Conclusion,Rule/Law/Holding,False
With the exception of appellant's intent each essential element of the offense was proven by direct evidence.,Analysis,Facts,False
Any claims of error for want of proper service became a nullity when the surities appeared in person and by counsel in open court upon the call of this cause and announced ready for.,Analysis,Facts,False
"Appellant insists that the evidence is insufficient to sustain the conviction because it was not shown that he induced, enticed or encouraged the minor to go to the place where intoxicating liquor was sold as alleged in the information.",Issue,Facts,False
The evidence shown by the statement of facts is insufficient to sustain the conviction.,Analysis,Facts,False
"We are unable to agree that the evidence shows entrapment of appellant, as a matter of law, in commission of the offense.",Conclusion,Facts,False
"State, 352 S.W. 2d 747, we overruled a similar contention in holding that a prior federal narcotic conviction for a like offense could be used under Art. 63, supra, to enhance punishment for a violation of Art. 725b, supra.",Rule/Law/Holding,Facts,False
The jury are the exclusive judges of the facts proved and the credibility of the witnesses and the weight to be given to the testimony.,Rule/Law/Holding,Facts,False
Opinion approved by the Court.,Others,Conclusion,False
"Acts done, statements and appearance of the participants, and other similar circumstances are all admissible as part of the res gestae when a witness narrates the events surrounding an offense.",Rule/Law/Holding,Facts,False
"In the case at bar, we feel that the relator carried the burden of overcoming the presumption that the recitals in the judgment were not only true but sufficient to sustain the trial court's action.",Analysis,Facts,False
Such order of appointment of the grand jury commissioners was in compliance with the statute.,Analysis,Rule/Law/Holding,False
"State, 320 S.W. 2d 139, holds ""the exercise of discretion is measured by the time the jury have been kept together, considered in the light of the nature of the case and the evidence.""",Rule/Law/Holding,Facts,False
The trial court erred in submitting to the jury the issue of rape by threats.,Facts,Issue,False
"Due to our disposition of the cause, the facts need not be set forth.",Others,Facts,False
The evidence showing such financial condition of the company was admissible on the question of appellant's intent and motive in committing either the offense of theft or embezzlement of the mohair as charged in counts 5 and 8 of the indictment and which were submitted to the jury.,Analysis,Facts,False
which provides that the failure of the defendant to testify shall not be alluded to or commented upon by counsel in the cause.,Rule/Law/Holding,Facts,False
"The earliest, and the leading, case on this question is Allen v.",Others,Facts,False
"The Government further asserts that ""these are not necessarily the exclusive public interests which the statute was enacted to protect..."", but rather, ""... it is possible that the Legislature formulated additional reasons for enacting the statute,"" (emphasis ours.)",Facts,Rule/Law/Holding,False
"""I cannot try this case to please these attorneys, Mr. Tucker and Mr. Cain, or any other defense attorneys.""",Others,Facts,False
"We are unable to conclude that the pictures were not admissible as shedding light upon those issues.""",Analysis,Facts,False
"Nothing at all to connect those up and no proper predicate laid.""",Analysis,Facts,False
The remaining claim for reversal is the contention that the court erred in overruling appellant's motion for new trial based upon the fact that a member of the jury separated from other jurors and visited the drug store during the trial.,Issue,Facts,False
Opinion approved by the Court,Others,Conclusion,False
We have examined the informal bills of exception appearing in the statement of facts and find no reversible error therein.,Conclusion,Facts,False
"We further think that the evidence is abundantly sufficient to support either theory of the state as to appellant's guilt, whether it be as a principal with his companions or as an individual offender.",Analysis,Facts,False
And where did you go if any place?,Others,Issue,False
"In the case at bar, the person of appellant was not searched and so the rule announced in Giacona has no application.",Analysis,Facts,False
The burden was upon the state to prove that the letter was written and sent.,Analysis,Rule/Law/Holding,False
Such a holding in nowise affects the validity of Subdivision (b) or any of the other civil provisions of the Election Code.,Analysis,Rule/Law/Holding,False
"With the vacating of the November 26, 1979 Decision and Order, the appointment of a ""Special Prosecutor"" by the Superior Court is declared a nullity.",Conclusion,Facts,False
Appellant contends that the offering in evidence of the application for the suspended sentence created a fact issue for the jury and that it made it incumbent upon the trial court to instruct upon and to present to the jury for its determination the issue of a suspended sentence.,Issue,Facts,False
"The search was not made as an incident to the arrest of appellant for the offense of unlawfully carrying on or about her person a pistol, but as an incident to the search of the driver of the automobile in the investigation of the burglary or attempted burglary of the drug store.",Analysis,Facts,False
Appellant relies upon Rotner v.,Analysis,Rule/Law/Holding,False
"The Court finds that the intent of the Legislature was to include Guam Memorial Hospital within the statutory scheme of that act.""",Analysis,Facts,False
