Sentence,Label,Predicted,Correct
"The jury resolved the conflict in the evidence against appellant, and we find it sufficient to support the conviction.",Analysis,Conclusion,False
The legislature determined that a similar rationale did not exist for intentional wrong doing by government employees.,Analysis,Rule/Law/Holding,False
Appellant's requested instruction was insufficient to point out any error therein.,Analysis,Conclusion,False
The jury found appellant sane on both issues of insanity and found him guilty as charged in the indictment and assessed his punishment at death.,Conclusion,Facts,False
Any claims of error for want of proper service became a nullity when the surities appeared in person and by counsel in open court upon the call of this cause and announced ready for.,Analysis,Facts,False
"The Government further asserts that ""these are not necessarily the exclusive public interests which the statute was enacted to protect..."", but rather, ""... it is possible that the Legislature formulated additional reasons for enacting the statute,"" (emphasis ours.)",Facts,Analysis,False
"The conviction is for forgery; the punishment, enhanced by two prior convictions for felonies less than capital, life imprisonment, as provided by Art. 63, V.A.P.C.",Facts,Conclusion,False
"In view of the evidence and the court's instruction to the jury, no reversible error is shown.",Analysis,Conclusion,False
"If you will do this for me would you leave your front porch light on as an O K signal Wed-and Thurs evening ,_Thurs in case you don't get this in time for Wed.",Facts,Others,False
"The conviction is for driving while intoxicated; the punishment, thirty days in jail and a fine of $50.",Facts,Conclusion,False
The trial court erred in submitting to the jury the issue of rape by threats.,Facts,Conclusion,False
"""When you and your family are on these highways driving you can't help but sometimes wonder if some drunk driver is going to hit you, run over you and kill you.""",Others,Facts,False
The government has all the tools of any civil suit to refine the plaintiff's theory before trial.,Analysis,Facts,False
By formal Bill of Exception No. 2 appellant complains of the overruling of his amended motion for new trial based upon jury misconduct.,Facts,Issue,False
"We held that the answer was in response to the question, probably invited, and in explanation of his attitude toward accused.",Analysis,Conclusion,False
"The November 26, 1979 Decision and Order of the Superior Court is vacated, and the Superior Court is ordered to schedule a hearing on the disqualification issue with full and adequate notice being given to counsel for both sides.",Facts,Conclusion,False
A suit filed under the Claims Act is a very narrow and limited area for relief.,Rule/Law/Holding,Analysis,False
"There is nothing in the record showing that a brief has been filed in this Court, as required by the Rules of Civil Procedure.",Analysis,Facts,False
This court held that the state could cross-examine him as to the mode and manner of committing the offense.,Rule/Law/Holding,Analysis,False
"Without a further description, the accused was not put on notice as to what he was alleged to have taken by force.",Analysis,Facts,False
"Having concluded that the court erred in issuing the writ of procedendo, it naturally follows that jurisdiction is still in the County Court at Law No. 2 and the Justice Court had no authority to issue the capias pro fine.",Analysis,Conclusion,False
"In his motion for rehearing, appellant's counsel, who did not represent him in the trial of this case, earnestly requests this court to consider the alleged error made by the trial court in admitting the testimony by deposition of the witness Teddy Skelly.",Facts,Issue,False
"The offense is attempting to pass as true a forged instrument; the punishment, two years.",Conclusion,Facts,False
"Appellant did not testify or offer any evidence in his own behalf, and his sole contention on appeal is that the evidence is insufficient to prove ownership or the right of possession of the property taken in any person.",Facts,Issue,False
"Defendant argues that it is impossible to reconcile plaintiff's position with the language of Â§6500.19 which mentions ""claims against"" GMH.",Facts,Issue,False
That was just one of the points we based our judgment on.,Others,Facts,False
"The Court finds that the intent of the Legislature was to include Guam Memorial Hospital within the statutory scheme of that act.""",Analysis,Conclusion,False
"In view of the witness Horton's testimony without objection, that after the calf returned to the pasture he saw it sucking its mother, no error is presented.",Analysis,Conclusion,False
"Did he point out any clothes to you?""",Others,Facts,False
"The holding was that such testimony and argument offended the rule that whether warned or not, the silence of the defendant while under arrest cannot be used against him as a confession of the truth of statements made in his presence by his codefendants or anybody else.",Rule/Law/Holding,Analysis,False
We think the indictment not vulnerable to the attack.,Analysis,Conclusion,False
We find no statement,Conclusion,Others,False
"The several hundred page glut which made up the record in this case was totally unnecessary; based on the one issue on appeal, a record several pages long was all that was required.",Others,Analysis,False
The facts and circumstances in evidence are sufficient to warrant the jury's conclusion that the appellant possessed the barbituates as charged.,Analysis,Conclusion,False
"While in his amended answer appellant alleged that the bond was invalid for various reasons, he did not, as pointed out in our original opinion, in any manner, deny execution of the bond.",Analysis,Facts,False
"The conviction is for the felony offense of driving while intoxicated; the punishment, six months in jail and a fine of $500.",Facts,Conclusion,False
"Scire facias, the citation, was issued and served on the sureties pursuant to the judgment nisi entered in Criminal District Court No. 2 of Tarrant County.",Rule/Law/Holding,Facts,False
Complaint is further made to the admission of appellant's confession in evidence over his objection that the proper predicate had not been laid.,Facts,Issue,False
"""It is provable that one accused of drunken driving had a collision on the highway with an automobile driven by another person, on the ground that the manner in which accused",Facts,Rule/Law/Holding,False
"Nothing at all to connect those up and no proper predicate laid.""",Analysis,Facts,False
"The Government of Guam must use the least restrictive means that would accomplish the legislative purpose of Bill 754 (15th Guam Legislature, 1979 First Regular Session).",Facts,Analysis,False
"We are cited no authority on this question and are ""˜aware of none.",Others,Analysis,False
"""It is generally believed that one of the reasons the statute was enacted was to regulate the many businesses on Guam which have signs entirely in a language other than English or Chamorro that were reported to be advertising pornographic materials for sale.",Facts,Rule/Law/Holding,False
The objections to the charge are that it shifts the burden of proof to the appellant; that it fails to charge the law of reason,Facts,Issue,False
Its purpose was clearly restricted to “further defining the offense of an attempt to commit arson.”,Analysis,Facts,False
"We object to the use of the word ""˜murder' and we * * *",Others,Issue,False
Such order of appointment of the grand jury commissioners was in compliance with the statute.,Analysis,Facts,False
"He is in no position to complain because he had already been served in this cause on May 5, 1959, long prior to the issuance of the alias scire facias.",Analysis,Facts,False
The prior convictions were proved by certain prison records and comparison of finger prints in the manner which has been held sufficient by this Court.,Analysis,Facts,False
"In view of our disposition of this case, we find it unnecessary to express an opinion upon the argument complained of by state's counsel.",Analysis,Conclusion,False
We are aware of no authority supporting this claim of error and are cited to none.,Others,Analysis,False
Now you say that the premises were controlled by Report Walton on that date and you know that?,Facts,Others,False
She was questioned more fully as follows:,Facts,Others,False
"""You are further instructed that if the deceased, Clyde Watson, immediately before the homicide, shot at the defendant, James H. Richardson, with a gun, then the law presumes the deceased, Clyde Watson designed to inflict an injury upon the defendant, James H. Richardson, causing death or serious bodily injury to the said James H.",Facts,Rule/Law/Holding,False
"However, it must be remembered that at the time of the May 11, 1977 deletion Â§6500.19 was already in effect.",Facts,Analysis,False
"It is also true that a trial judge is, in one sense, an interested party in a contempt proceeding.",Facts,Analysis,False
"Under the record, we remain convinced that the issue of appellant’s execution of the bond was not raised by a proper plea of non est factum and that the court did not err in overruling the motion for new trial on such ground.",Analysis,Conclusion,False
Defendant maintains that this interpretation is in direct conflict with other provisions of the Government Code.,Facts,Issue,False
None of the sentences were cumulated.,Others,Facts,False
"Though false imprisonment is a lesser included offense to kidnapping under the terms of Article 695, V.A.C.C.P., the necessity for such a charge has been decided adversely to appellant's contention in Daywood v.",Analysis,Rule/Law/Holding,False
"E. Evans by the male organ of the defendant must be proved beyond a reasonable doubt.""",Analysis,Rule/Law/Holding,False
"While these bills set out the language of which the appellant complains, they are but isolated, one sentence statements, and do not show in what context they were used.",Analysis,Facts,False
"But appellant made no objection after the question was answered, and there is no showing as to why he chose to delay making his objection.",Analysis,Facts,False
"We do not deem it necessary to review the holding of this Court in Ex Parte Jonischkies, 88 Texas Cr.",Analysis,Others,False
We have examined the record with care and fail to find any undisputed evidence which would render the confession inadmissible as a matter of law.,Analysis,Conclusion,False
The District Court sees no reason why it should make a de novo decision on matters which were not fully briefed and presented before the Superior Court of Guam.,Analysis,Conclusion,False
"The offense is assault with intent to murder with malice; the punishment, 8 years.",Conclusion,Facts,False
The jury by their verdict resolved the disputed issues against,Analysis,Conclusion,False
"By a formal bill of exception, appellant brings forward two contentions.",Facts,Issue,False
The only dispute on any material issue was whether the appellant was driving his automobile at the time and place in question.,Issue,Facts,False
This Court held that failure to copy such words in the indictment did not create a variance.,Rule/Law/Holding,Conclusion,False
"The offense is assault with intent to murder; the punishment, seven years.",Conclusion,Facts,False
"It charged the existence of facts which, if sustained, show a violation of the law.",Rule/Law/Holding,Facts,False
A similar contention was before this Court in Hildebrand v.,Facts,Others,False
