Sentence,Label,Predicted,Correct
"""It is generally believed that one of the reasons the statute was enacted was to regulate the many businesses on Guam which have signs entirely in a language other than English or Chamorro that were reported to be advertising pornographic materials for sale.",Facts,Others,False
The state insists that the statement was admissible in evidence as a part of the res gestae.,Analysis,Rule/Law/Holding,False
"The Court finds that the intent of the Legislature was to include Guam Memorial Hospital within the statutory scheme of that act.""",Analysis,Others,False
"Without a further description, the accused was not put on notice as to what he was alleged to have taken by force.",Analysis,Issue,False
Appellant did not testify but called a man and his wife who lived near the deceased who testified that on the night of the shooting they heard two gun shots which appeared to come from the direction of the deceased's home.,Facts,Others,False
The judgment is affirmed.,Conclusion,Others,False
"The witness Trickett testified that she gave the officer permission to go inside, where they found appellant lying on a bed.",Facts,Others,False
"Under the record, we remain convinced that the issue of appellant’s execution of the bond was not raised by a proper plea of non est factum and that the court did not err in overruling the motion for new trial on such ground.",Analysis,Others,False
The testimony was admitted by the court on the issue of appellant's intent in the transaction and in his charge the Court limited the jury's consideration of such testimony to solely the purpose for which it was admitted.,Facts,Others,False
"In the case at bar, the person of appellant was not searched and so the rule announced in Giacona has no application.",Analysis,Others,False
Complaint is further made to the admission of appellant's confession in evidence over his objection that the proper predicate had not been laid.,Facts,Others,False
Appellant relies upon Rotner v.,Analysis,Others,False
"It charged the existence of facts which, if sustained, show a violation of the law.",Rule/Law/Holding,Others,False
"""It is provable that one accused of drunken driving had a collision on the highway with an automobile driven by another person, on the ground that the manner in which accused",Facts,Others,False
The only bill of exception which merits discussion relates to the refusal of the court to require counsel for the state to allow appellant’s counsel to examine an arrest sheet or statement of a state witness for cross-examination purposes.,Analysis,Issue,False
"Jobe further testified that the appellant and Brundrett put him in fear of bodily injury and his life, and that he did not consent to their taking the money.",Facts,Others,False
"Finding the evidence sufficient to support the conviction and no reversible error appearing, the judgment is affirmed.",Conclusion,Others,False
"The indictment in the instant case clearly alleges that appellant attempted to procure the female by ""means of offering her money"".",Facts,Others,False
"The ""test"" and what happened in Lubbock where he went for a test and where the statement was written was shown by appellant's testimony and the testimony of other witnesses without objection.",Facts,Others,False
"Sentence was pronounced on January 7, 1960, but its execution was suspended and he was granted probation.",Facts,Others,False
The evidence introduced by the state consisted of the testimony of two police officers who testified that they stopped appellant on Stemmons Freeway after observing him drive at a speed,Facts,Others,False
"Thereupon, Kitchen took appellant to his home in Flynn and the next morning, October 24, Kitchen returned to Flynn and took appellant to his work.",Facts,Others,False
"Appellant argues with much force that her possession of heroin, shown by the state's evidence, was only such as necessarily resulted from her accommodation of Armstrong in its purchase.",Facts,Analysis,False
"Appellant did not testify or offer any evidence in his own behalf, and his sole contention on appeal is that the evidence is insufficient to prove ownership or the right of possession of the property taken in any person.",Facts,Issue,False
The jury resolved the fact issues against the appellant.,Conclusion,Others,False
The jury accepted the state's version of the facts and the evidence sustains its verdict.,Analysis,Others,False
The proof further shows that appellant and his companions were arrested in El Paso on March 27 while seated in an automobile parked in front of a house at a certain address.,Facts,Others,False
"Nothing further being presented for review, the judgment is affirmed.",Conclusion,Others,False
“There is nothing in the record to suggest that the collision would not have occurred with the same results had the truck been traveling at thirty miles per hour instead of thirty-five.,Analysis,Facts,False
"We overrule the contention that the evidence is insufficient to sustain a finding by the jury that the appellant drove an automobile on a public highway at the time in question, and point out that the appellant's statement that he was the driver of the automobile involved in the collision was a res gestae statement as well as a statement in the nature of an oral confession.",Conclusion,Facts,False
"Officer Otis A. Anderson of the Houston Police Department testified that, on the night in question, he went to a certain place at 8827 La Porte Road where barbecue and intoxicating liquors were sold; that, when he first arrived, he remained outside in his automobile where he could see through a door inside the building; that, while seated in the automobile, he saw the appellant inside the building hand a bottle of beer to the minor named in the information, who thereupon put the bottle to his mouth and then placed it on the table where he was sitting.",Facts,Others,False
"The offense is the possession of whisky, vodka, gin and beer in a dry area for the purpose of sale; the punishment, a fine of $400.00.",Facts,Others,False
Appellant's failure to object at the time the pistol was introduced in evidence waived any complaint of the search.,Analysis,Rule/Law/Holding,False
"He is in no position to complain because he had already been served in this cause on May 5, 1959, long prior to the issuance of the alias scire facias.",Analysis,Facts,False
"""* * * * jn instances in which there are two district courts, each having criminal jurisdiction, situated in the same county, and the legislative provision authorizing the transfer of cases from one to the other, it is too late on appeal to complain, as is done in the present case, that the trial is upon an indictment filed in one of the courts and the trial is had in the other.",Rule/Law/Holding,Others,False
"The record shows that, in proving the enhancement allegations of the indictment, the state was permitted by the court to introduce in evidence before the jury the indictment in the second prior alleged conviction, which contained an enhancement allegation of another prior conviction.",Facts,Others,False
The trial court erred in sustaining the state's objection and in excluding the proffered testimony.,Conclusion,Others,False
No brief has been filed on behalf of the appellant.,Facts,Others,False
The evidence shown by the statement of facts is insufficient to sustain the conviction.,Analysis,Others,False
"The conviction is for negligent homicide in the second degree; the punishment, two years in jail.",Facts,Others,False
"It is concluded that the proof supports the allegation of ownership in Fred C. Edens, that ownership of the automobile was properly alleged in him and that there is no variance as the appellant contends.",Conclusion,Analysis,False
On cross-examination a photograph of the nude body of the deceased was exhibited to appellant and he was asked concerning various bruises shown by such photograph.,Facts,Others,False
The District Court sees no reason why it should make a de novo decision on matters which were not fully briefed and presented before the Superior Court of Guam.,Analysis,Others,False
"Under such record, no reversible error is shown.",Conclusion,Others,False
The evidence is sufficient to support the conviction of the appellant as charged.,Conclusion,Others,False
The jury accepted the State's theory of the case and rejected that of appellant and we find the evidence sufficient to sustain their verdict.,Conclusion,Others,False
"There is nothing in the record showing that a brief has been filed in this Court, as required by the Rules of Civil Procedure.",Analysis,Others,False
The informal bills of exception shown in the statement of facts have been examined and are overruled.,Conclusion,Others,False
