Sentence,Label,Predicted,Correct
"The court, in charging the jury on appellant's right of self defense, instructed in paragraph 10 of the charge as follows:",Facts,Others,False
The facts and circumstances in evidence are sufficient to warrant the jury's conclusion that the appellant possessed the barbituates as charged.,Analysis,Facts,False
"The Court finds that the intent of the Legislature was to include Guam Memorial Hospital within the statutory scheme of that act.""",Analysis,Others,False
At such time the .22 rifle containing one fired cartridge was recovered from the tank.,Facts,Others,False
By formal Bill of Exception No. 2 appellant complains of the overruling of his amended motion for new trial based upon jury misconduct.,Facts,Others,False
"When the appellant denied that he had, an officer was then allowed to testify, over objection that the offenses inquired about did not involve moral turpitude, that he had arrested appellant or had been in company with others who arrested appellant on three or four occasions, and that he had pleaded guilty to vagrancy under an assumed name.",Facts,Others,False
"In the transaction appellant and his companions used a Gulf Company Credit Card which had been issued to Lewter Feed Lots Company of Lubbock from which an invoice for the purchase was made and the name ""Joe Trussell"" was signed thereto by appellant.",Facts,Issue,False
"While it is true that the question of a mortgage was never discussed by the parties in open court, it seems very unlikely that any party would contemplate transferring over an interest in realty without an adequate security interest.",Analysis,Facts,False
"He stated that in the conversation appellant asked Mrs. Wilhite for $150 to repay him for what he had spent for a lawyer and bondsman the previous day, and, after she stated she did not have the money, appellant stated to her: ""Well, will you come on out to the house and go to work * * * ?""",Facts,Rule/Law/Holding,False
"While there appears to be a conflict in consistency between the Claims Act and the Civil Procedure Code regarding jury trial, it does not appear so repugnant an inconsistency that the two provisions cannot stand together.",Analysis,Others,False
He presents this matter by an informal bill of exception and contends that the jury had already seen the seat covers and the court's instruction to disregard them could not cure the error.,Issue,Facts,False
We overrule appellant’s contention that “proper predicate has not been laid.”,Conclusion,Rule/Law/Holding,False
"Subsequent to this ruling by the court and after the introduction of further testimony, appellant's counsel moved for a mistrial.",Facts,Others,False
"The court in his charge submitted such defense, but refused appellant's request that the jury be instructed that in determining the existence of real or apparent danger it was the duty of the jury to ""consider the words, acts and conduct, if any, of the injured party, at the time of and prior to the time of the assault and consider whatever threats, if any, the injured party may have made to the defendant * *",Facts,Others,False
Its purpose was clearly restricted to “further defining the offense of an attempt to commit arson.”,Analysis,Rule/Law/Holding,False
The judgment is reversed and the cause remanded.,Conclusion,Analysis,False
"""Where it clearly appears on the face of the evidence that evidence is not admissible for any purpose, the general objection will be deemed sufficient.""",Rule/Law/Holding,Facts,False
"No brief has been filed in appellant's behalf, and there are no formal bills of exception; no objections or exceptions relating to the court's charge and no informal bills of exception that merit discussion.",Facts,Others,False
We also overrule the contention that an issue should have been submitted to the jury as to whether or not a conspiracy to commit the burglary and theft existed.,Conclusion,Issue,False
"In such cases, the accused became a de facto officer because his appointment was defective for some reason.",Rule/Law/Holding,Facts,False
We have considered the informal bills of exception contained in the statement of facts and find no reversible error therein.,Conclusion,Facts,False
"Therefore, the deletion of reference to the Claims Act would have been meaningless unless, as plaintiff argues, it eliminated any need to resort to the procedures of the Claims Act when suit is filed against GMH.",Analysis,Facts,False
"When Robert moved back from the deceased, a bystander told appellant, who was still waving his gun, not to shoot the deceased, and appellant replied, ""You hush, because I will shoot you too,"" and then appellant shot the deceased, and after the deceased had turned and was walking away, the appellant again shot him.",Facts,Analysis,False
"35 of our Constitution, which says, in substance, that no bill, with certain exceptions (being general appropriations bills) shall contain more than one subject, which shall be expressed in its title.",Rule/Law/Holding,Facts,False
The appellant and Brundrett took $8 in money from Jobe's billfold and about $150 from the cash register and safe.,Facts,Others,False
"All right, does it show there which subsection of the vagrancy statutes Virgil John Etchieson was filed on for?",Others,Issue,False
"Did he point out any clothes to you?""",Others,Issue,False
"In order to be considered by this court, a statement of facts must be agreed to by counsel for the state and appellant or approved by the trial judge.",Rule/Law/Holding,Facts,False
"Under this record, we are of the opinion that the incorrect statements made by the various jurors in their discussions and the subsequent vote on the part of some of the jurors to increase the penalty constituted misconduct to the extent that this appellant has not received a fair and impartial trial.",Conclusion,Facts,False
With the exception of appellant's intent each essential element of the offense was proven by direct evidence.,Analysis,Facts,False
No brief has been filed on behalf of the appellant.,Facts,Others,False
We have searched this record with care and have been unable to find the evidence to support the conclusion expressed in the State's brief that appellant was seen unloading the still pot.,Analysis,Facts,False
"There Bill of Exception No. 2 complained that Knox, one of the arresting officers, was permitted to testify that he asked the defendant Garland if he had anything to drink, and Garland replied: ""I have had a few social drinks.""",Facts,Others,False
"In view of our disposition of this appeal, a statement of the facts will not be deemed necessary other than to state that formal Bill of Exception No. 2 recites that during the cross-examination of the prosecuting witness appellant developed that the witness had previously made a written statement to the police and district attorney concerning the offense on trial.",Analysis,Facts,False
"Upon being advised of the collision, Officer Edgar L. Smith, Jr., and his partner proceeded to the scene around 12:15 A.M. When they arrived, appellant was seated on the front seat of one of the automobiles on the passenger's side.",Facts,Others,False
"The arresting officers, and a third officer who observed appellant after his arrest, expressed the opinion that appellant was intoxicated.",Facts,Issue,False
The transcript indicated that originally Â§49003(g) describing powers of Guam Memorial Hospital Authority read:,Facts,Others,False
Appellant reurges certain points of error that were answered in our original opinion and we do not deem it necessary to discuss them further.,Analysis,Facts,False
"The proceedings appear to be regular, and the judgment is affirmed.",Conclusion,Facts,False
"Due to our disposition of the cause, the facts need not be set forth.",Others,Facts,False
It is apparent from the above facts that the contention presents no error.,Analysis,Facts,False
"The testimony of Officer Seale, of the city of Houston, shows that in response to a radio dispatch about 6:30 A.M., regarding a suspicious appearing parked automobile, he found the appellant seated in the automobile on a public street; and that the appellant told him that he was watching a nearby house in an effort to see a man from whom he had purchased a truck, and that ""he was out there to get his truck one way or another"".",Facts,Others,False
"The State contends that under the authority of these cases, and the very general objections made by appellant, no error is shown.",Analysis,Rule/Law/Holding,False
"We further think that the evidence is abundantly sufficient to support either theory of the state as to appellant's guilt, whether it be as a principal with his companions or as an individual offender.",Analysis,Facts,False
Vacated and remanded.,Conclusion,Issue,False
"He also filed another sworn answer and denial May 13, 1960.",Facts,Others,False
We find the evidence set forth above to show no abuse of discretion.,Conclusion,Facts,False
He stated that each time after appellant had been on top of the girl he told him that he had had an act of intercourse with her.,Facts,Others,False
"It is the general rule that where the criminal intent originates in the mind of an accused, the fact that the officers furnish the opportunity for or aid the accused in the commission of a crime constitutes no defense to such a prosecution.",Rule/Law/Holding,Facts,False
"As they were leaving they helped push and start a car driven by Mrs. Ruth Jackson, who had been working at the Electronic Lounge that evening.",Facts,Others,False
Our holding that the evidence relating to the search was properly before the court disposes of appellant's contention that without such evidence his motion for instructed verdict was improperly overruled.,Conclusion,Facts,False
That was just one of the points we based our judgment on.,Others,Analysis,False
"In their conversation, appellant asked Glenda to marry him, talked about prostitution, told her ""you make good money at it"" and that ""he was a hustler of women.""",Facts,Others,False
The jury found appellant sane on both issues of insanity and found him guilty as charged in the indictment and assessed his punishment at death.,Conclusion,Facts,False
None of the sentences were cumulated.,Others,Facts,False
I would affirm the conviction.,Conclusion,Analysis,False
"Nothing at all to connect those up and no proper predicate laid.""",Analysis,Facts,False
"Appellant stated that the first shot struck the animal in the gut and after it jumped the fence he fired the second shot, which killed the deer.",Facts,Others,False
"The conviction is for murder without malice; the punishment, two years.",Facts,Analysis,False
It remained at the scene until after the bodies of the two boys were carried away by ambulance called by Don Wayne Langford.,Facts,Others,False
The answer urging invalidity of the bond for the various reasons assigned did not constitute a plea of non est factum.,Analysis,Facts,False
1 and 3 recite that they were made in rebuttal to argument of the defense attorneys.,Facts,Others,False
She was discovered by the officers in a bruised and incoherent condition.,Facts,Others,False
"On July 25, 1960 Jimmy Martin, as surety, signed an instrument which recited that he waived the issuance and service upon him of the scire facias and entered his appearance in said cause for all purpose.",Facts,Others,False
which provides that the failure of the defendant to testify shall not be alluded to or commented upon by counsel in the cause.,Rule/Law/Holding,Facts,False
The remaining claim for reversal is the contention that the court erred in overruling appellant's motion for new trial based upon the fact that a member of the jury separated from other jurors and visited the drug store during the trial.,Issue,Facts,False
The jury accepted the state's version of the facts and the evidence sustains its verdict.,Analysis,Facts,False
"E. Bailey, that the Defendant before he was arrested told him that there was no one in the car with him at the time of the collision and that M.",Facts,Others,False
"When asked whom Mrs. Peveto struck Officer Hudson replied: ""She said he hit her and he (appellant) said she hit him.""",Facts,Issue,False
"First, we have determined that the defendants-appellants may prosecute this appeal independently of any partnership agreement which it might have with other defendants.",Analysis,Rule/Law/Holding,False
"A litigant is not permitted during a trial on the merits to remain silent as to affirmative defenses known to him, and then when an adverse result is reached, on motion for new trial complain because of his own neglect.",Rule/Law/Holding,Facts,False
Several claims for reversal relate to the court's charge.,Facts,Conclusion,False
It is well settled that a conviction for theft by false pretext can be had upon such an indictment.,Analysis,Rule/Law/Holding,False
The state insists that the statement was admissible in evidence as a part of the res gestae.,Analysis,Facts,False
"Nothing further being presented for review, the judgment is affirmed.",Conclusion,Facts,False
"The notice of claim is not a pleading, neither is it a trap for the unwary.",Analysis,Facts,False
"The earliest, and the leading, case on this question is Allen v.",Others,Issue,False
